Memory Length,500,
Trigger Level,1.240E+01,
Source,CH3,
Vertical Units,V,
Vertical Scale,5.000E+00,
Vertical Position,0.000E+00,
Horizontal Units,s,
Horizontal Scale,1.000E-03,
Horizontal Position,5.000E-03,
Horizontal Mode,Main,
Sampling Period,4.000E-05,
Firmware,V1.09,
Time,26-Aug-15 12:06,
Waveform Data,
1,
0,
1,
1,
1,
1,
0,
0,
1,
1,
0,
1,
0,
0,
1,
0,
0,
1,
-1,
0,
1,
0,
0,
1,
1,
2,
0,
-1,
1,
0,
1,
1,
0,
0,
2,
0,
-1,
0,
1,
1,
1,
1,
0,
1,
0,
0,
2,
0,
1,
0,
1,
0,
2,
1,
1,
1,
1,
1,
1,
0,
1,
1,
0,
-2,
1,
0,
1,
0,
0,
1,
1,
1,
0,
0,
1,
1,
-2,
1,
1,
0,
1,
0,
1,
1,
-2,
0,
0,
1,
2,
-1,
0,
0,
1,
0,
1,
2,
1,
1,
1,
1,
1,
0,
0,
1,
1,
0,
1,
1,
0,
0,
1,
1,
1,
1,
-1,
0,
1,
1,
1,
1,
3,
1,
2,
0,
1,
1,
0,
-1,
1,
1,
4,
7,
8,
9,
11,
15,
16,
17,
20,
22,
28,
28,
30,
33,
36,
39,
41,
42,
45,
48,
50,
53,
53,
54,
56,
58,
58,
59,
60,
59,
62,
62,
62,
61,
62,
62,
62,
62,
62,
62,
62,
62,
60,
62,
62,
61,
60,
61,
59,
58,
58,
58,
57,
57,
57,
57,
54,
53,
53,
53,
53,
54,
50,
51,
51,
50,
49,
51,
48,
49,
48,
48,
49,
48,
46,
48,
46,
46,
46,
47,
46,
46,
48,
46,
46,
46,
46,
46,
46,
46,
48,
48,
47,
48,
48,
48,
47,
47,
48,
48,
48,
48,
48,
49,
48,
49,
49,
48,
49,
48,
51,
51,
51,
51,
51,
51,
51,
51,
51,
52,
51,
53,
52,
52,
52,
53,
53,
52,
54,
54,
53,
54,
55,
54,
53,
54,
54,
54,
54,
57,
54,
55,
54,
57,
54,
54,
56,
56,
55,
57,
54,
54,
53,
57,
56,
56,
56,
56,
57,
56,
57,
55,
56,
58,
57,
55,
54,
56,
54,
57,
54,
55,
56,
55,
54,
54,
53,
51,
48,
48,
46,
42,
40,
39,
37,
33,
33,
31,
28,
27,
25,
24,
24,
22,
18,
19,
19,
17,
16,
15,
12,
13,
12,
10,
9,
10,
10,
9,
9,
9,
9,
8,
7,
6,
6,
6,
5,
5,
3,
6,
4,
5,
1,
4,
2,
2,
4,
4,
4,
2,
3,
4,
1,
2,
2,
1,
1,
1,
0,
1,
1,
1,
1,
1,
2,
3,
1,
1,
2,
0,
3,
1,
1,
1,
2,
1,
3,
2,
1,
2,
0,
0,
-1,
1,
1,
3,
1,
0,
1,
1,
1,
1,
1,
1,
0,
1,
-2,
1,
1,
-1,
0,
0,
1,
1,
1,
1,
0,
1,
0,
-1,
1,
1,
-1,
1,
2,
1,
0,
0,
0,
1,
1,
1,
0,
1,
0,
1,
1,
1,
0,
2,
-1,
-2,
0,
0,
-1,
0,
-2,
-2,
1,
2,
1,
0,
1,
0,
0,
0,
-1,
0,
-2,
0,
-1,
2,
1,
1,
1,
1,
0,
0,
1,
1,
0,
0,
-1,
1,
1,
1,
1,
0,
0,
0,
-2,
1,
-2,
0,
1,
2,
1,
1,
1,
1,
0,
2,
0,
1,
1,
1,
1,
0,
1,
2,
